Recording,Participant,Timeline,TOI,Interval,Media,SV_rest,SV_Text,AOI,AOI_rest,AOI_sentence,Duration_of_interval,Start_of_interval,Last_key_press,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Last_AOI_viewed,AOI_at_interval_end,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Total_duration_of_Glances,Average_duration_of_Glances,Minimum_duration_of_Glances,Maximum_duration_of_Glances,Number_of_Glances,Time_to_first_Glance,Duration_of_first_Glance,Number_of_mouse_clicks,Time_to_first_mouse_click,Time_from_first_fixation_to_mouse_click,Number_of_mouse_clicks_and_releases,Time_to_first_mouse_click_and_release,Time_from_first_fixation_to_mouse_click_and_release,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade,Character_index,Word_index,Sentence_index,AOI_string,Text_unit_type,Number_of_units,First-pass_first_fixation_duration,First-pass_duration,Selective_regression-path_duration,First-pass_regression,Total_duration_of_fixations.1,Regression-path_duration,Re-reading_duration
Recording1,son,Version1,TOI_Text2,1,文章45_2,,SV_Text_画面2,しかし、これもまた不適切です。,,,57327,513337,,1962,196.0,82.0,294.0,10,26515.0,180.0,"先に見たところから明らかなように、英語はこうした言語にはなり得ません。,は","先に見たところから明らかなように、英語はこうした言語にはなり得ません。,は",2.27131,1962,196.0,82.0,294.0,10,26515.0,180.0,2.27131,2273,568.0,138.0,1555.0,4,26515.0,384.0,2413,603.0,168.0,1616.0,4,26505.0,394.0,0,,,0,,,5,26505.0,26899.0,48.83,408.23,,,7,しかし、これもまた不適切です。,Sentence,1.0,180.0,347.0,1962.0,1.0,1962.0,10108.0,9761.0
Recording1,son,Version1,TOI_Text2,1,文章45_2,,SV_Text_画面2,なぜかと言うと、こうした考え方は、相手を「言語」だけで評価することになるからです。,,,57327,513337,,4817,254.0,114.0,641.0,19,40753.0,155.0,"先に見たところから明らかなように、英語はこうした言語にはなり得ません。,は","先に見たところから明らかなように、英語はこうした言語にはなり得ません。,は",2.31561,4817,254.0,114.0,641.0,19,40753.0,155.0,2.31561,5472,5472.0,5472.0,5472.0,1,40753.0,5472.0,5482,5482.0,5482.0,5482.0,1,40743.0,5482.0,0,,,0,,,16,,46225.0,,398.47,,,8,なぜかと言うと、こうした考え方は、相手を「言語」だけで評価することになるからです。,Sentence,1.0,155.0,4817.0,4817.0,0.0,4817.0,4817.0,0.0
Recording1,son,Version1,TOI_Text2,1,文章45_2,,SV_Text_画面2,実際には、言話が習得できるかどうかと、その人の能力とは全く別のことなのです。,,,57327,513337,,8951,256.0,63.0,574.0,35,46279.0,319.0,"先に見たところから明らかなように、英語はこうした言語にはなり得ません。,は","先に見たところから明らかなように、英語はこうした言語にはなり得ません。,は",2.26472,8951,256.0,63.0,574.0,35,46279.0,319.0,2.26472,10171,5085.0,711.0,9460.0,2,46279.0,9460.0,10262,5131.0,747.0,9514.0,2,46225.0,9514.0,0,,,0,,,30,46225.0,56853.0,398.47,262.21,,,9,実際には、言話が習得できるかどうかと、その人の能力とは全く別のことなのです。,Sentence,1.0,319.0,8255.0,8951.0,1.0,8951.0,9506.0,1251.0
Recording1,son,Version1,TOI_Text3,1,文章45_3,,SV_Text_画面3,例えば、大学の留学生センターなどで日本語を教えていると、日本語授業ではなかなか進歩が見られない学生が、英語でプレゼンテーションをするとなると、「アベノミクスの功罪」についてとうとうと自説を述べるといった場面によく遭遇します。,,,77041,570664,,5827,208.0,72.0,401.0,28,254.0,122.0,"結論から言うと、地域社会の共通言語になり得るのは、<やさしい日本語>だけなのです。,で",,2.25202,5827,208.0,72.0,401.0,28,254.0,122.0,2.25202,6467,431.0,79.0,1112.0,15,254.0,359.0,6964,464.0,99.0,1142.0,15,198.0,416.0,0,,,0,,,11,198.0,614.0,400.18,38.88,,,1,例えば、大学の留学生センターなどで日本語を教えていると、日本語授業ではなかなか進歩が見られない学生が、英語でプレゼンテーションをするとなると、「アベノミクスの功罪」についてとうとうと自説を述べるといった場面によく遭遇します。,Sentence,2.0,0.0,0.0,0.0,,5827.0,0.0,0.0
Recording1,son,Version1,TOI_Text3,1,文章45_3,,SV_Text_画面3,あるいは、逆の立場から見れば、私たちが英語圏に留学した際に、英語が十分にできないというだけで無能扱いされたら、どれぐらい傷つくかということを想像してみれば、こうした考え方がいかに問題なのかは自然にわかると思います。,,,77041,570664,,6223,239.0,96.0,418.0,26,0.0,198.0,"結論から言うと、地域社会の共通言語になり得るのは、<やさしい日本語>だけなのです。,で",,2.24689,6025,241.0,96.0,418.0,25,19233.0,390.0,2.24304,6917,769.0,114.0,1368.0,9,0.0,198.0,7108,790.0,136.0,1395.0,9,0.0,198.0,0,,,0,,,16,25515.0,198.0,214.8,400.18,,,2,あるいは、逆の立場から見れば、私たちが英語圏に留学した際に、英語が十分にできないというだけで無能扱いされたら、どれぐらい傷つくかということを想像してみれば、こうした考え方がいかに問題なのかは自然にわかると思います。,Sentence,2.0,198.0,198.0,6223.0,1.0,6223.0,12050.0,11852.0
Recording1,son,Version1,TOI_Text3,1,文章45_3,,SV_Text_画面3,ましてや、今考えているのは「地域社会の共通言語」、つまり、外国人と対等な市民として交流するときのことばです。,,,77041,570664,,4537,252.0,89.0,515.0,18,51816.0,156.0,"結論から言うと、地域社会の共通言語になり得るのは、<やさしい日本語>だけなのです。,で",,2.27653,4537,252.0,89.0,515.0,18,51816.0,156.0,2.27653,4903,700.0,189.0,1769.0,7,51816.0,408.0,5135,734.0,223.0,1825.0,7,51814.0,410.0,0,,,0,,,11,52660.0,52224.0,130.91,156.49,,,3,ましてや、今考えているのは「地域社会の共通言語」、つまり、外国人と対等な市民として交流するときのことばです。,Sentence,1.0,156.0,372.0,372.0,0.0,4537.0,372.0,0.0
Recording1,son,Version1,TOI_Text3,1,文章45_3,,SV_Text_画面3,相手を「対等な市民」として認めるということと、相手を日本語能力だけで評価するということが正反対の方向性を持つことは明らかです。,,,77041,570664,,5244,250.0,67.0,458.0,21,52258.0,231.0,"結論から言うと、地域社会の共通言語になり得るのは、<やさしい日本語>だけなのです。,で",,2.26666,5244,250.0,67.0,458.0,21,52258.0,231.0,2.26666,5611,802.0,67.0,3812.0,7,52258.0,231.0,5890,841.0,117.0,3851.0,7,52224.0,265.0,0,,,0,,,14,52224.0,52489.0,156.49,81.08,,,4,相手を「対等な市民」として認めるということと、相手を日本語能力だけで評価するということが正反対の方向性を持つことは明らかです。,Sentence,1.0,231.0,231.0,4911.0,1.0,5244.0,7243.0,7012.0
Recording1,son,Version1,TOI_Text3,1,文章45_3,,SV_Text_画面3,それでは、地域社会における共通言語になり得るのはどのようなことばなのでしょうか。,,,77041,570664,,1367,228.0,111.0,307.0,6,61123.0,307.0,"結論から言うと、地域社会の共通言語になり得るのは、<やさしい日本語>だけなのです。,で",,2.20886,1367,228.0,111.0,307.0,6,61123.0,307.0,2.20886,1525,1525.0,1525.0,1525.0,1,61123.0,1525.0,1539,1539.0,1539.0,1539.0,1,61109.0,1539.0,0,,,0,,,5,,62648.0,,442.65,,,5,それでは、地域社会における共通言語になり得るのはどのようなことばなのでしょうか。,Sentence,1.0,307.0,1367.0,1367.0,1.0,1367.0,3532.0,2166.0
Recording1,son,Version1,TOI_Text3,1,文章45_3,,SV_Text_画面3,結論から言うと、地域社会の共通言語になり得るのは、<やさしい日本語>だけなのです。,,,77041,570664,,9502,297.0,112.0,622.0,32,65674.0,272.0,"結論から言うと、地域社会の共通言語になり得るのは、<やさしい日本語>だけなのです。,で",,2.27734,9502,297.0,112.0,622.0,32,65674.0,272.0,2.27734,10731,10731.0,10731.0,10731.0,1,65674.0,10731.0,10752,10752.0,10752.0,10752.0,1,65652.0,10752.0,0,,,0,,,28,65652.0,,64.08,,,,6,結論から言うと、地域社会の共通言語になり得るのは、<やさしい日本語>だけなのです。,Sentence,1.0,272.0,9502.0,9502.0,,9502.0,9502.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章45_1,,SV_Text_画面1,第,,,77507,435830,,0,,,,0,,,"第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本","第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,1.0,1.0,1,第,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章45_1,,SV_Text_画面1,一,,,77507,435830,,700,350.0,263.0,437.0,2,572.0,263.0,"第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本","第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本",2.23239,700,350.0,263.0,437.0,2,572.0,263.0,2.23239,700,350.0,263.0,437.0,2,572.0,263.0,785,392.0,306.0,479.0,2,529.0,306.0,0,,,0,,,0,529.0,835.0,153.59,106.05,2.0,1.0,1,一,Character,,0.0,0.0,0.0,,700.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章45_1,,SV_Text_画面1,は,,,77507,435830,,492,492.0,492.0,492.0,1,3882.0,492.0,"第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本","第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本",2.25316,492,492.0,492.0,492.0,1,3882.0,492.0,2.25316,492,492.0,492.0,492.0,1,3882.0,492.0,516,516.0,516.0,516.0,1,3858.0,516.0,0,,,0,,,0,3858.0,4374.0,65.73,83.52,3.0,1.0,1,は,Character,,0.0,0.0,0.0,,492.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章45_1,,SV_Text_画面1,、,,,77507,435830,,102,102.0,102.0,102.0,1,3193.0,102.0,"第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本","第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本",2.28594,102,102.0,102.0,102.0,1,3193.0,102.0,2.28594,102,102.0,102.0,102.0,1,3193.0,102.0,112,112.0,112.0,112.0,1,3183.0,112.0,0,,,0,,,0,,,,,4.0,1.0,1,、,Character,,0.0,0.0,0.0,,102.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章45_1,,SV_Text_画面1,「,,,77507,435830,,0,,,,0,,,"第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本","第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,5.0,1.0,1,「,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章45_1,,SV_Text_画面1,初,,,77507,435830,,0,,,,0,,,"第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本","第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,6.0,1.0,1,初,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章45_1,,SV_Text_画面1,期,,,77507,435830,,322,322.0,322.0,322.0,1,2054.0,322.0,"第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本","第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本",2.23387,322,322.0,322.0,322.0,1,2054.0,322.0,2.23387,322,322.0,322.0,322.0,1,2054.0,322.0,348,348.0,348.0,348.0,1,2028.0,348.0,0,,,0,,,0,2028.0,2377.0,75.54,118.6,7.0,1.0,1,期,Character,,0.0,0.0,0.0,,322.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章45_1,,SV_Text_画面1,日,,,77507,435830,,0,,,,0,,,"第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本","第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,8.0,1.0,1,日,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章45_1,,SV_Text_画面1,本,,,77507,435830,,310,155.0,71.0,238.0,2,867.0,238.0,"第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本","第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本",2.25808,238,238.0,238.0,238.0,1,867.0,238.0,2.19994,310,155.0,71.0,238.0,2,867.0,238.0,419,209.0,149.0,270.0,2,835.0,270.0,0,,,0,,,0,835.0,1105.0,106.05,135.04,9.0,1.0,1,本,Character,,0.0,0.0,0.0,,310.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章45_1,,SV_Text_画面1,語,,,77507,435830,,0,,,,0,,,"第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本","第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,10.0,1.0,1,語,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章45_1,,SV_Text_画面1,教,,,77507,435830,,0,,,,0,,,"第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本","第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,11.0,1.0,1,教,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章45_1,,SV_Text_画面1,育,,,77507,435830,,0,,,,0,,,"第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本","第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,12.0,1.0,1,育,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章45_1,,SV_Text_画面1,の,,,77507,435830,,0,,,,0,,,"第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本","第一は、「初期日本語教育の公的保障の対象としてのへ<やさしい日本語>」ということです。,本",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,13.0,1.0,1,の,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
