Recording,Participant,Timeline,TOI,Interval,Media,SV_rest,SV_Text,AOI,AOI_rest,AOI_sentence,Duration_of_interval,Start_of_interval,Last_key_press,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Last_AOI_viewed,AOI_at_interval_end,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Total_duration_of_Glances,Average_duration_of_Glances,Minimum_duration_of_Glances,Maximum_duration_of_Glances,Number_of_Glances,Time_to_first_Glance,Duration_of_first_Glance,Number_of_mouse_clicks,Time_to_first_mouse_click,Time_from_first_fixation_to_mouse_click,Number_of_mouse_clicks_and_releases,Time_to_first_mouse_click_and_release,Time_from_first_fixation_to_mouse_click_and_release,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade,Character_index,Word_index,Sentence_index,AOI_string,Text_unit_type,Number_of_units,First-pass_first_fixation_duration,First-pass_duration,Selective_regression-path_duration,First-pass_regression,Total_duration_of_fixations.1,Regression-path_duration,Re-reading_duration
Recording1,Kaidhil,Version1,TOI_Text2,1,文章33_2,,SV_Text_画面2,周囲から期待されるような言語行動を取ることができるかどうかということは、社会の中で共有されている価値観を知っているかどうかということでもある。,,Tag11,113156,579513,,22351,344.0,82.0,1358.0,65,74649.0,136.0,"周囲から期待されるような言語行動を取ることができるかどうかということは、社会の中で共有されている価値観を知っているかどうかということでもある。,っ",,2.93426,22351,344.0,82.0,1358.0,65,74649.0,136.0,2.93426,23684,1974.0,82.0,6768.0,12,74649.0,4818.0,23972,1998.0,97.0,6779.0,12,74591.0,4877.0,0,,,0,,,46,74591.0,79467.0,379.54,55.84,,,5,周囲から期待されるような言語行動を取ることができるかどうかということは、社会の中で共有されている価値観を知っているかどうかということでもある。,Sentence,1.0,136.0,11327.0,11327.0,0.0,22351.0,11327.0,0.0
Recording1,Kaidhil,Version1,TOI_Text2,1,文章33_2,,SV_Text_画面2,また、だからこそ私達は話し手の発言を常に社会慣習の中に位置付けて理解しようとするのである。,,Tag12,113156,579513,,8188,390.0,108.0,1638.0,21,88421.0,108.0,"周囲から期待されるような言語行動を取ることができるかどうかということは、社会の中で共有されている価値観を知っているかどうかということでもある。,っ",,2.89994,7795,390.0,108.0,1638.0,20,88421.0,108.0,2.90143,8610,2870.0,108.0,4655.0,3,88421.0,108.0,8723,2908.0,201.0,4661.0,3,88329.0,201.0,0,,,0,,,14,88329.0,88530.0,294.63,70.66,,,6,また、だからこそ私達は話し手の発言を常に社会慣習の中に位置付けて理解しようとするのである。,Sentence,1.0,108.0,108.0,8188.0,1.0,8188.0,19212.0,19104.0
Recording1,Kaidhil,Version1,TOI_Text3,1,文章33_3,,SV_Text_画面3,どのようなことば遣いで話すかということは、話し手がその場のコンテクストをどう把握しているかということを反映する。,,Tag13,82686,692669,,9977,285.0,133.0,887.0,35,380.0,209.0,"ある場面でのことば遣いは、第一義的には話し手と聞き手の対人コンテクストをお互いがどう把握しているかで決まるが、個々の対人コンテクストより優先される言語的社会規範も存在する。,ス","ある場面でのことば遣いは、第一義的には話し手と聞き手の対人コンテクストをお互いがどう把握しているかで決まるが、個々の対人コンテクストより優先される言語的社会規範も存在する。,ス",3.17546,9977,285.0,133.0,887.0,35,380.0,209.0,3.17546,10603,5302.0,761.0,9842.0,2,380.0,9842.0,10682,5341.0,820.0,9862.0,2,360.0,9862.0,0,,,0,,,29,360.0,11393.0,68.67,345.98,,,1,どのようなことば遣いで話すかということは、話し手がその場のコンテクストをどう把握しているかということを反映する。,Sentence,1.0,0.0,0.0,0.0,,9977.0,0.0,0.0
Recording1,Kaidhil,Version1,TOI_Text3,1,文章33_3,,SV_Text_画面3,ある場面でのことば遣いは、第一義的には話し手と聞き手の対人コンテクストをお互いがどう把握しているかで決まるが、個々の対人コンテクストより優先される言語的社会規範も存在する。,,Tag14,82686,692669,,20955,446.0,9.0,2144.0,47,10416.0,158.0,"ある場面でのことば遣いは、第一義的には話し手と聞き手の対人コンテクストをお互いがどう把握しているかで決まるが、個々の対人コンテクストより優先される言語的社会規範も存在する。,ス","ある場面でのことば遣いは、第一義的には話し手と聞き手の対人コンテクストをお互いがどう把握しているかで決まるが、個々の対人コンテクストより優先される言語的社会規範も存在する。,ス",3.05262,20947,455.0,92.0,2144.0,46,10416.0,158.0,3.05268,21736,7245.0,9.0,21570.0,3,10416.0,158.0,21903,7301.0,107.0,21637.0,3,10413.0,160.0,0,,,0,,,39,11393.0,10573.0,345.98,388.34,,,2,ある場面でのことば遣いは、第一義的には話し手と聞き手の対人コンテクストをお互いがどう把握しているかで決まるが、個々の対人コンテクストより優先される言語的社会規範も存在する。,Sentence,1.0,0.0,0.0,0.0,,20955.0,0.0,0.0
Recording1,Kaidhil,Version1,TOI_Text3,1,文章33_3,,SV_Text_画面3,どの言語でも、その言語が使われている社会の中の規範を知らなければ、その言語を使うことはできない。,,Tag15,82686,692669,,12250,306.0,101.0,758.0,40,33055.0,162.0,"ある場面でのことば遣いは、第一義的には話し手と聞き手の対人コンテクストをお互いがどう把握しているかで決まるが、個々の対人コンテクストより優先される言語的社会規範も存在する。,ス","ある場面でのことば遣いは、第一義的には話し手と聞き手の対人コンテクストをお互いがどう把握しているかで決まるが、個々の対人コンテクストより優先される言語的社会規範も存在する。,ス",2.9095,12250,306.0,101.0,758.0,40,33055.0,162.0,2.9095,13132,13132.0,13132.0,13132.0,1,33055.0,13132.0,13157,13157.0,13157.0,13157.0,1,33030.0,13157.0,0,,,0,,,37,33030.0,46186.0,143.99,387.6,,,3,どの言語でも、その言語が使われている社会の中の規範を知らなければ、その言語を使うことはできない。,Sentence,1.0,0.0,0.0,0.0,,12250.0,0.0,0.0
Recording1,Kaidhil,Version1,TOI_Text3,1,文章33_3,,SV_Text_画面3,つまり、ことばは単に社会慣習の一部として存在しているわけではなく、その社会の中で共有されている価値観を表したものであると言える。,,Tag16,82686,692669,,10244,341.0,130.0,1447.0,30,0.0,178.0,"ある場面でのことば遣いは、第一義的には話し手と聞き手の対人コンテクストをお互いがどう把握しているかで決まるが、個々の対人コンテクストより優先される言語的社会規範も存在する。,ス","ある場面でのことば遣いは、第一義的には話し手と聞き手の対人コンテクストをお互いがどう把握しているかで決まるが、個々の対人コンテクストより優先される言語的社会規範も存在する。,ス",2.9367,10066,347.0,130.0,1447.0,29,46264.0,527.0,2.93172,10667,5333.0,178.0,10488.0,2,0.0,178.0,10744,5372.0,178.0,10566.0,2,0.0,178.0,0,,,0,,,27,46186.0,178.0,387.6,285.42,,,4,つまり、ことばは単に社会慣習の一部として存在しているわけではなく、その社会の中で共有されている価値観を表したものであると言える。,Sentence,1.0,178.0,178.0,10244.0,1.0,10244.0,53418.0,53240.0
Recording1,Kaidhil,Version1,TOI_Text3,1,文章33_3,,SV_Text_画面3,従って、ことばを理解するということは、そのことばが使われている社会の中で共有されている価値観や社会規範を理解することであると言えるし、ことばの使い方にそれが現れる。,,Tag17,82686,692669,,14415,335.0,75.0,1529.0,43,57071.0,137.0,"ある場面でのことば遣いは、第一義的には話し手と聞き手の対人コンテクストをお互いがどう把握しているかで決まるが、個々の対人コンテクストより優先される言語的社会規範も存在する。,ス","ある場面でのことば遣いは、第一義的には話し手と聞き手の対人コンテクストをお互いがどう把握しているかで決まるが、個々の対人コンテクストより優先される言語的社会規範も存在する。,ス",3.01626,14415,335.0,75.0,1529.0,43,57071.0,137.0,3.01626,15266,15266.0,15266.0,15266.0,1,57071.0,15266.0,15288,15288.0,15288.0,15288.0,1,57048.0,15288.0,0,,,0,,,36,57048.0,72336.0,108.88,73.7,,,5,従って、ことばを理解するということは、そのことばが使われている社会の中で共有されている価値観や社会規範を理解することであると言えるし、ことばの使い方にそれが現れる。,Sentence,1.0,137.0,14415.0,14415.0,0.0,14415.0,14415.0,0.0
Recording1,Kaidhil,Version1,TOI_Text3,1,文章33_3,,SV_Text_画面3,つまり、人が使うことばには、その人の「育ち」、すなわちその人が身につけた文化的価値観という情報が組み込まれているのである。,,Tag18,82686,692669,,9573,299.0,77.0,685.0,32,72356.0,77.0,"ある場面でのことば遣いは、第一義的には話し手と聞き手の対人コンテクストをお互いがどう把握しているかで決まるが、個々の対人コンテクストより優先される言語的社会規範も存在する。,ス","ある場面でのことば遣いは、第一義的には話し手と聞き手の対人コンテクストをお互いがどう把握しているかで決まるが、個々の対人コンテクストより優先される言語的社会規範も存在する。,ス",2.99111,9573,299.0,77.0,685.0,32,72356.0,77.0,2.99111,10222,10222.0,10222.0,10222.0,1,72356.0,10222.0,10242,10242.0,10242.0,10242.0,1,72336.0,10242.0,0,,,0,,,27,72336.0,82579.0,73.7,288.3,,,6,つまり、人が使うことばには、その人の「育ち」、すなわちその人が身につけた文化的価値観という情報が組み込まれているのである。,Sentence,1.0,77.0,9573.0,9573.0,1.0,9573.0,9582.0,9.0
Recording1,Kaidhil,Version1,TOI_Text1,1,文章33_1,,SV_Text_画面1,こ,,,108910,470603,,0,,,,0,,,"同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン","同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,1.0,1.0,1,こ,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,Kaidhil,Version1,TOI_Text1,1,文章33_1,,SV_Text_画面1,と,,,108910,470603,,102,102.0,102.0,102.0,1,567.0,102.0,"同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン","同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン",2.26412,102,102.0,102.0,102.0,1,567.0,102.0,2.26412,102,102.0,102.0,102.0,1,567.0,102.0,113,113.0,113.0,113.0,1,557.0,113.0,0,,,0,,,0,557.0,670.0,44.21,41.67,2.0,1.0,1,と,Character,,0.0,0.0,0.0,,102.0,0.0,0.0
Recording1,Kaidhil,Version1,TOI_Text1,1,文章33_1,,SV_Text_画面1,ば,,,108910,470603,,0,,,,0,,,"同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン","同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,3.0,1.0,1,ば,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,Kaidhil,Version1,TOI_Text1,1,文章33_1,,SV_Text_画面1,は,,,108910,470603,,116,116.0,116.0,116.0,1,441.0,116.0,"同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン","同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン",2.33878,116,116.0,116.0,116.0,1,441.0,116.0,2.33878,116,116.0,116.0,116.0,1,441.0,116.0,136,136.0,136.0,136.0,1,421.0,136.0,0,,,0,,,0,421.0,557.0,66.0,44.21,4.0,1.0,1,は,Character,,0.0,0.0,0.0,,116.0,0.0,0.0
Recording1,Kaidhil,Version1,TOI_Text1,1,文章33_1,,SV_Text_画面1,他,,,108910,470603,,918,459.0,62.0,857.0,2,359.0,62.0,"同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン","同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン",2.33556,918,459.0,62.0,857.0,2,359.0,62.0,2.33556,918,459.0,62.0,857.0,2,359.0,62.0,987,493.0,119.0,867.0,2,302.0,119.0,0,,,0,,,0,302.0,421.0,263.19,66.0,5.0,1.0,1,他,Character,,0.0,0.0,0.0,,918.0,0.0,0.0
Recording1,Kaidhil,Version1,TOI_Text1,1,文章33_1,,SV_Text_画面1,人,,,108910,470603,,145,145.0,145.0,145.0,1,1977.0,145.0,"同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン","同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン",2.55189,145,145.0,145.0,145.0,1,1977.0,145.0,2.55189,145,145.0,145.0,145.0,1,1977.0,145.0,152,152.0,152.0,152.0,1,1971.0,152.0,0,,,0,,,0,,2122.0,,44.99,6.0,1.0,1,人,Character,,0.0,0.0,0.0,,145.0,0.0,0.0
Recording1,Kaidhil,Version1,TOI_Text1,1,文章33_1,,SV_Text_画面1,と,,,108910,470603,,0,,,,0,,,"同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン","同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,7.0,1.0,1,と,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,Kaidhil,Version1,TOI_Text1,1,文章33_1,,SV_Text_画面1,コ,,,108910,470603,,612,306.0,211.0,401.0,2,1546.0,401.0,"同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン","同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン",2.52195,612,306.0,211.0,401.0,2,1546.0,401.0,2.52195,612,306.0,211.0,401.0,2,1546.0,401.0,630,315.0,221.0,409.0,2,1537.0,409.0,0,,,0,,,0,1537.0,2343.0,39.34,48.73,8.0,1.0,1,コ,Character,,0.0,0.0,0.0,,612.0,0.0,0.0
Recording1,Kaidhil,Version1,TOI_Text1,1,文章33_1,,SV_Text_画面1,ミ,,,108910,470603,,0,,,,0,,,"同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン","同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,9.0,1.0,1,ミ,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,Kaidhil,Version1,TOI_Text1,1,文章33_1,,SV_Text_画面1,ュ,,,108910,470603,,165,165.0,165.0,165.0,1,2359.0,165.0,"同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン","同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン",2.71681,165,165.0,165.0,165.0,1,2359.0,165.0,2.71681,165,165.0,165.0,165.0,1,2359.0,165.0,181,181.0,181.0,181.0,1,2343.0,181.0,0,,,0,,,0,2343.0,2524.0,48.73,64.37,10.0,1.0,1,ュ,Character,,0.0,0.0,0.0,,165.0,0.0,0.0
Recording1,Kaidhil,Version1,TOI_Text1,1,文章33_1,,SV_Text_画面1,ニ,,,108910,470603,,0,,,,0,,,"同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン","同じ音のことばでも、コンテクストによって指し示す内容が異なることばであることが判断できるし、また同じことばであってもコンテクストによって指し示す内容が異なる。,ン",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,11.0,1.0,1,ニ,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
